"ModFAS.c14.0","ModFAS.c16.0","ModFAS.c16.1w7","ModFAS.c16.2w6","ModFAS.c16.2w4","ModFAS.c16.3w6","ModFAS.c17.0","ModFAS.c16.3w4","ModFAS.c16.4w3","ModFAS.c16.4w1","ModFAS.c18.0","ModFAS.c18.1w9","ModFAS.c18.1w7","ModFAS.c18.2w6","ModFAS.c18.2w4","ModFAS.c18.3w6","ModFAS.c18.3w4","ModFAS.c18.3w3","ModFAS.c18.3w1","ModFAS.c18.4w3","ModFAS.c18.4w1","ModFAS.c20.1w11","ModFAS.c20.1w9","ModFAS.c20.1w7","ModFAS.c20.2w6","ModFAS.c20.3w6","ModFAS.c20.4w6","ModFAS.c20.3w3","ModFAS.c20.4w3","ModFAS.c20.5w3","ModFAS.c22.1w11","ModFAS.c22.1w9","ModFAS.c22.1w7","ModFAS.c21.5w3","ModFAS.c22.4w6","ModFAS.c22.5w6","ModFAS.c22.4w3","ModFAS.c22.5w3","ModFAS.c22.6w3","DistCont.c14.0","DistCont.c16.0","DistCont.c16.1w7","DistCont.c16.2w6","DistCont.c16.2w4","DistCont.c16.3w6","DistCont.c17.0","DistCont.c16.3w4","DistCont.c16.4w3","DistCont.c16.4w1","DistCont.c18.0","DistCont.c18.1w9","DistCont.c18.1w7","DistCont.c18.2w6","DistCont.c18.2w4","DistCont.c18.3w6","DistCont.c18.3w4","DistCont.c18.3w3","DistCont.c18.3w1","DistCont.c18.4w3","DistCont.c18.4w1","DistCont.c20.1w11","DistCont.c20.1w9","DistCont.c20.1w7","DistCont.c20.2w6","DistCont.c20.3w6","DistCont.c20.4w6","DistCont.c20.3w3","DistCont.c20.4w3","DistCont.c20.5w3","DistCont.c22.1w11","DistCont.c22.1w9","DistCont.c22.1w7","DistCont.c21.5w3","DistCont.c22.4w6","DistCont.c22.5w6","DistCont.c22.4w3","DistCont.c22.5w3","DistCont.c22.6w3","PropDistCont.c14.0","PropDistCont.c16.0","PropDistCont.c16.1w7","PropDistCont.c16.2w6","PropDistCont.c16.2w4","PropDistCont.c16.3w6","PropDistCont.c17.0","PropDistCont.c16.3w4","PropDistCont.c16.4w3","PropDistCont.c16.4w1","PropDistCont.c18.0","PropDistCont.c18.1w9","PropDistCont.c18.1w7","PropDistCont.c18.2w6","PropDistCont.c18.2w4","PropDistCont.c18.3w6","PropDistCont.c18.3w4","PropDistCont.c18.3w3","PropDistCont.c18.3w1","PropDistCont.c18.4w3","PropDistCont.c18.4w1","PropDistCont.c20.1w11","PropDistCont.c20.1w9","PropDistCont.c20.1w7","PropDistCont.c20.2w6","PropDistCont.c20.3w6","PropDistCont.c20.4w6","PropDistCont.c20.3w3","PropDistCont.c20.4w3","PropDistCont.c20.5w3","PropDistCont.c22.1w11","PropDistCont.c22.1w9","PropDistCont.c22.1w7","PropDistCont.c21.5w3","PropDistCont.c22.4w6","PropDistCont.c22.5w6","PropDistCont.c22.4w3","PropDistCont.c22.5w3","PropDistCont.c22.6w3","MinDist"
0.053429613898095,0.189920111953718,0.0695482360735617,0.000924504069854858,0.00172919102156538,0.00689694446368742,0.00584733945394907,0.00505937327928539,0.00139108010768308,0.00838993749832409,0.02325869411746,0.152684414373315,0.0369374760517595,0.00933802238022362,0.00149408666884243,0.00122072167326779,0.000792693169258987,0.00479354108503381,0.000732428106508571,0.0139285465653196,0.00127051299204463,0.0138878985954693,0.0661664498456893,0.00405841364116506,0.00174544396837977,0.000698568169218401,0.00621875716373953,0.000554172409369933,0.00356596140005618,0.113840643838917,0.079596791621503,0.00698992405288142,0.00228934400229998,0.00386849164724559,0.000363782346060285,0.00117239213316055,0.000414211315617628,0.00964054963347699,0.0953407352196753,0.183262348643244,0.0780767752460828,2.36550588215712e-05,0.0897123885173856,0.112166626722351,0.0176408670686983,0.0738332940328394,0.0799792841571352,0.0272913667172669,0.138177798362527,0.000921649963160547,0.144613356938732,6.09953936592235e-05,0.0176861203484858,0.0447531611149262,0.00837935324075022,0.165957964526438,0.00143748252964899,0.0184952537591745,0.112745788215937,0.00889814009858374,0.0325294860930817,0.289901854680744,0.068069685366419,0.0844645335294168,0.0254769719712242,0.0126147576313263,0.126768823757997,2.72401442420378e-05,0.000835604353733579,0.270064498079262,0.010749409689556,0.977670098558399,0.0301758059991804,0.0280547099825739,0.186462655590205,0.30608479503015,0.503832518578862,0.196839216539121,0.0409548931764746,0.0174483521216447,5.28635813244221e-06,0.0200486423727352,0.0250666448912649,0.00394232547867961,0.0165000322890583,0.0178735188282612,0.00609898878204115,0.0308795397046569,0.000205967434482803,0.0323177380905814,1.36310586984426e-05,0.00395243853929084,0.0100012956635156,0.00187259150285654,0.0370877638493913,0.000321244073759138,0.00413326112857664,0.0251960740799519,0.0019885283578692,0.0072695872223118,0.0647863545240526,0.0152119991551833,0.0188758682484862,0.00569351355183558,0.00281910635252099,0.0283298979498673,6.08754174441027e-06,0.000186738232366408,0.0603531644742028,0.00240224426242043,0.218486638115934,0.00674359419902597,0.00626957833368161,0.0416700877056021,0.068402867125784,0.112594906318702,0.043989008904355,2.11535725971556
0.0539032267504993,0.185364619549894,0.0716062996696249,0.000969820618886742,0.00146271996026412,0.00713501240546189,0.00561758034106255,0.00551690499433671,0.001276179354333,0.00979737235623248,0.0229390633668287,0.15168950546411,0.036914928695199,0.00899929893854873,0.00157881841920862,0.00125861207304506,0.000843486093334057,0.00410965146966696,0.000680880437006212,0.0127940315646172,0.00141590863276101,0.012825599565146,0.0704745566880663,0.00418570424983425,0.00158644532313322,0.000748496153817819,0.00626522013321734,0.00049723256970257,0.00354684212679301,0.114062296350673,0.0827356898648937,0.00753973156911736,0.00223463978359111,0.00397812968405747,0.000345399870167248,0.00111608459067017,0.00038835942951738,0.0110022760319025,0.0905933748607778,0.182241398499622,0.137603090249761,0.0199055825948717,0.0267404092304586,0.10073773405275,0.0682694865938227,0.0832473607315239,0.124759077089775,0.0182515335292886,0.202575223998009,0.00769291850121977,0.0977162864007597,0.000611358878965378,0.0138693057080097,0.0588545367583095,0.030102422066038,0.204546076775685,0.0003238222728715,0.0121611577209941,0.191806277644758,0.0117849749119755,0.0640942988916578,0.201019813002363,0.0520047905851019,0.0211791758976062,0.0447024326664469,0.031204582012113,0.0896172464964539,0.00601344469033831,0.0124788009729541,0.315079694251884,0.00204135389556056,1.06126291988837,0.00397898812636032,0.10340542015456,0.133498732659706,0.222392827403465,0.531332690237316,0.106110111998036,0.0396589289037163,0.0299448490742253,0.00433180436177737,0.00581918267341017,0.0219223001228658,0.0148566392565476,0.0181160877158237,0.0271497662393482,0.00397185423609088,0.0440839264422574,0.00167411417171819,0.0212647800500222,0.00013304242897145,0.00301820449989031,0.0128077808235421,0.00655081571133322,0.044512818619518,7.04694136622161e-05,0.00264648149879504,0.0417404145876093,0.00256461751289231,0.0139480450863807,0.0437454416929071,0.0113171557585007,0.00460896063176452,0.0097280344287166,0.00679066507213584,0.0195022867285396,0.00130863117493609,0.0027156062489887,0.0685668750142193,0.000444234458678874,0.230949449655867,0.000865897696743052,0.0225028354695002,0.0290516687803979,0.048396584987295,0.115627324854982,0.0230914239154295,2.14364580983887
0.0543730881471024,0.18318494594645,0.071982447227845,0.000969302696014823,0.00147425109090165,0.007012043159135,0.00532820824822762,0.00552950625044625,0.0012624507851009,0.0100511032284869,0.0229544753763746,0.146601930729502,0.0362296164690599,0.00902937225914021,0.00161262516893948,0.00126670306522711,0.000844316563793282,0.00398884020360603,0.000702248022151316,0.0127324058263749,0.00147053067126223,0.0122898916017774,0.0728130360867582,0.00438246706162927,0.00158442708496113,0.000750441854391672,0.00625125247718957,0.000506123733266743,0.00361645785139265,0.115197164600204,0.0837280864624243,0.00797998318606076,0.00223933324943863,0.00400904637332911,0.00034298668502199,0.00111325950874107,0.000383395694359797,0.0115211770495815,0.0926910583043311,0.0664772421273306,0.0719814599839435,0.0619872678556397,0.0177112426328383,0.12689273053271,0.0425631616298207,0.120172064223779,0.0887900249807799,0.00153759250499899,0.113152474006592,0.000182317182896829,0.10803876071314,0.00306395009578593,0.0422976691839764,0.0362663807193117,0.00166519880084874,0.0386300380167634,0.000366067506847164,0.0296366924347713,0.176856810835368,0.00783603481322621,0.0475491815107066,0.188000299385943,0.0929993702673878,0.0299243396591847,0.00825380697717708,0.00388016849635965,0.0628317141028579,0.0101123851706085,0.0173846633476517,0.353527762938157,0.0082787203276143,1.32538388237969,0.000382526442354112,0.0149788121359776,0.07619412618577,0.0710509034860019,0.417775774860376,0.0609673212733937,0.0168485308355893,0.0182435644036985,0.0157105553789257,0.00448888082728236,0.0321607216962679,0.0107875525252179,0.0304573815768803,0.0225036632975239,0.00038969990186154,0.0286782797603375,4.62079439458594e-05,0.0273822188325382,0.000776552336041216,0.0107202639687544,0.00919164535547622,0.00042204147533298,0.00979070981101728,9.27791147714602e-05,0.0075113634436834,0.044824023011307,0.00198602814970139,0.0120512497999794,0.0476483190328052,0.0235705138705849,0.00758426708672291,0.00209191171167429,0.000983421340388614,0.0159245786774254,0.00256296482700063,0.0044061099273375,0.0896009404796232,0.00209822595305415,0.33591602925547,9.69506007347112e-05,0.00379635150432574,0.0193112566564181,0.0180077166256003,0.105884477151067,0.0154520518536334,1.98634864505922
0.0536166709356613,0.190978756995161,0.0709174399084437,0.00100587681134218,0.00154153963929963,0.00739426232367546,0.00593771124257457,0.00572052214328668,0.00128463422528219,0.0101659225225316,0.0238068900256341,0.159948933633739,0.038044802953699,0.00902674519253046,0.00164928212234362,0.00130254619981322,0.00087456665917025,0.00452310220775125,0.000726619538294326,0.013920458617612,0.00144296037465053,0.0132899376891885,0.0625810453856156,0.00373051194445388,0.00161818043145441,0.000773014870735456,0.00634954068979071,0.000471583092216372,0.00367669126402325,0.115290618875143,0.0763901176796494,0.00645770865882571,0.0021738783193301,0.00408476234257187,0.000379548046925901,0.00112031912971455,0.000412163706633576,0.0108662627148146,0.0865038708864175,0.277606454782514,0.120769606166212,0.0470859953744426,0.0773706511802325,0.0562119513019303,0.0121964832181388,0.143048486671717,0.0613425146443512,0.0303697001449336,0.0859301489546784,0.00437837598466544,0.192485900409337,0.000174838677875968,9.6312622689373e-08,0.0308765997203943,0.0342113921315625,0.131504866357631,0.0308745269486383,0.00278802281191254,0.0565786855303467,0.00707517866906309,0.13621260653877,0.246802506821185,0.0717236356761802,0.111567517691788,0.00806304426673783,0.000236769225638731,0.0306090757520451,0.00162641985600238,3.9242397730111e-05,0.192868243974523,0.00119428130555728,0.848601947117024,0.0272638694819147,0.00125271213577488,0.104579542774454,0.235516749233513,0.730954472681668,0.103004154786595,0.0652424519491875,0.0283830043987785,0.0110660459718181,0.0181834784636342,0.0132108078490445,0.0028663903760159,0.0336189373744755,0.0144165814417457,0.00713741942336809,0.0201951126048359,0.00102899619181695,0.0452376084633582,4.10901974491871e-05,2.26351785041688e-08,0.00725654983487443,0.00804028533488867,0.0309059813870095,0.00725606269666361,0.000655234924137292,0.0132969969122431,0.00166279276434656,0.0320123840201825,0.0580029765692409,0.0168563294318579,0.0262203500195959,0.00189495874131941,5.56449771273629e-05,0.0071936769464758,0.000382237579409209,9.22266108791842e-06,0.0453274659981883,0.000280677337825871,0.19943654336908,0.00640749400447582,0.00029440962166563,0.0245780516871473,0.0553506229065686,0.171787295429924,0.0242078075039573,2.0627644721854
0.053540853695168,0.189243624715002,0.0710530267150016,0.00101256424419768,0.00142848303896608,0.00739381420148032,0.00582339337414535,0.00582465011911756,0.00127309803386085,0.0105780322053556,0.0238398635798151,0.157159314488112,0.0377624823477429,0.00882897679839747,0.00166778791358711,0.00131227335466747,0.000887712852182526,0.00421693628619046,0.000702341996393161,0.0133649991892239,0.00148972795884399,0.0131098678430044,0.0643018375887991,0.00376977538794453,0.00157851569719183,0.000783630145526243,0.00647129291056253,0.000503901392716334,0.00367302807892812,0.116101067035541,0.0772500507554038,0.00669234358917967,0.00213871101494108,0.00412528403159163,0.000360655491000087,0.00112499672238973,0.000398450743352813,0.011350186047103,0.0878624484319356,0.197361773988968,0.105796828297869,0.00226283682677274,0.0558692412998798,0.0801433758302064,0.0558216079595768,0.155188412445312,0.109592914134899,0.00547882440445895,0.158263227619008,8.44564197637555e-05,0.118389075715656,6.02018394776489e-05,0.0111499595389609,0.0393584073053435,0.0202665036242788,0.242813607174466,0.00559907867179964,0.0170824819609431,0.143065184989926,0.00467144582971835,0.0699492405744461,0.16638385162598,0.0672770017858676,0.0259702807061642,0.00168041724040208,0.025811200476635,0.0880012644731011,1.20185311638012e-05,0.0103882316305701,0.264372435047116,0.00561476718123391,0.814222416712379,0.0138717615144727,0.0171695333174964,0.131563504647708,0.0694233387269376,0.629927193352494,0.0857949567700649,0.0491468924657768,0.0263454530149606,0.000563490061653052,0.0139125198300214,0.0199572480230729,0.0139006582085618,0.0386449111407496,0.0272907516847719,0.00136433306411133,0.0394105994887992,2.10312792405576e-05,0.0294811657582958,1.49914204318783e-05,0.00277655521321826,0.00980100336739011,0.00504675071645527,0.0604652765317052,0.00139427869859815,0.00425386784388132,0.0356259934240832,0.00116328020980244,0.017418711511821,0.0414327916628926,0.0167532724567764,0.00646710134072483,0.000418456339049197,0.0064274872919854,0.0219140140185081,2.99284631854263e-06,0.00258687025627237,0.0658338409387345,0.0013981854403675,0.202757103103588,0.0034543364587957,0.00427554531248658,0.0327618529396835,0.0172877517974616,0.156864034038801,0.0213646008001531,2.00393434527968
0.0543963676649155,0.184805008406283,0.0724650442972638,0.000999129307010425,0.00147138255235583,0.00724536978594076,0.00548716169836491,0.00572911251303177,0.00122427838990939,0.0104536215250154,0.0230859360825708,0.152176323898758,0.0370280097625105,0.00902783118206337,0.00165918126572527,0.00129175689800993,0.000868114664457274,0.00410828047040005,0.000710566207564737,0.0131459111444565,0.00150464840910133,0.0126206071207749,0.0698919708840843,0.00418342360962988,0.00155765476032248,0.000772709631611837,0.00619890016503399,0.000442738097071022,0.00365386201461207,0.11504028019201,0.0820492850660184,0.00754861719780963,0.00221894655644627,0.00406774907653761,0.000345994723637595,0.00108260328674519,0.000392524600884389,0.011600407387781,0.0874486895032803,0.0819827301699626,0.0635757553408914,0.0143258810278837,0.0191267574621226,0.101601060062666,0.043722020991312,0.182792777213008,0.088826431596752,0.00359964409612605,0.1106484115341,0.00227116865130039,0.110420992678999,0.00477182855496277,0.0355281555013905,0.0390061142026183,0.0231205723132407,0.0356523779462314,0.00300155468510745,0.138048618515394,0.144137549224083,0.00273722431061882,0.0609244290471455,0.154640764904527,0.0726156651516102,0.0283561548011011,0.0071518211151115,0.000208281837439402,0.0387479423218138,0.00264452034814549,0.0276273735160196,0.23036792863308,0.00235721741080038,1.08528743564759,0.000750979329497248,0.101595324592679,0.0451928193351903,0.00521870673639555,0.469921988452214,0.0286913520282242,0.0227023615567347,0.0176051685641501,0.00396707123609484,0.00529651259982282,0.0281349986187125,0.0121073441501413,0.0506183157068097,0.0245974946397049,0.000996800442927437,0.0306403585135284,0.00062892382055647,0.0305773825055007,0.00132139752990572,0.00983832851094753,0.0108014322737885,0.00640246538466873,0.00987272774174155,0.000831179683237566,0.038227924874506,0.0399140495760861,0.000757982270567519,0.016870972862193,0.0428225621297845,0.0201084677411566,0.00785228397881777,0.0019804564742812,5.76766542105573e-05,0.0107299402489479,0.000732311024081235,0.00765047249735817,0.0637926548196417,0.000652752132270747,0.300533877146729,0.000207958483750609,0.0281334103730774,0.0125146323157165,0.00144514542200044,0.130129099911467,0.00794510558438258,1.90031532417316
0.0535982879500871,0.184530982639881,0.0714757601179982,0.000938562930422406,0.00151295614395774,0.00706654801409739,0.00575931017748696,0.00524164576419789,0.0012942766205093,0.00884572611996174,0.0222619082281368,0.153171813754452,0.037144527065806,0.00911669156592079,0.00148237855508034,0.00120994230677783,0.000805044776139857,0.00426087443155298,0.000649787977801022,0.0127490299606111,0.00131006887121282,0.014358099620703,0.0717222594320364,0.00422958090360829,0.00161084917323518,0.000714688256360953,0.00606241921054435,0.000475060950077463,0.00340877357378494,0.111535830250988,0.0857451201907923,0.00763457035701279,0.00230853018554943,0.0038497557595788,0.000336604711756452,0.0011050400538075,0.000391795466908176,0.0100827138425241,0.0900021840886414,0.127860158351339,0.112013312477871,0.0314174106896933,0.0232881772378919,0.0518870452897409,0.034543734999547,0.127537830445863,0.114740429324098,0.0444648476265979,0.217176729192795,0.0396627609250895,0.139549129503507,0.000761335323348441,0.00329381653737496,0.0686161354654381,0.0286475524297423,0.201873825494186,0.00147374189885006,0.00564045958245914,0.118151537860789,0.0203258797436378,0.0520705683846754,0.250036649580523,0.108027301521561,0.0206617484740421,0.00299654633335807,0.0128407297991962,0.0907784517174154,0.005274804264607,0.00400526892048206,0.337719749196092,0.0266842431935068,1.22791734951587,0.0176356200145599,0.115229795637651,0.159289774260353,0.274655259522472,1.05196475894329,0.186617064128309,0.0234290619067678,0.0205252900220476,0.00575691810091882,0.0042673194937165,0.0095077685803591,0.00632978494811077,0.0233699986258439,0.0210250061982286,0.00814772702577094,0.0397954069397103,0.00726779391711521,0.0255709459172508,0.000139506885119956,0.00060355807906666,0.0125732026798016,0.00524936999928858,0.0369913068765551,0.000270048079307684,0.00103355633564075,0.0216500568325102,0.00372450887722695,0.00954139730417725,0.0458166501396447,0.0197948944190652,0.00378605337536192,0.000549086364791044,0.00235293196311213,0.0166342197015242,0.000966553751028304,0.000733924427290092,0.061883678333255,0.00488961372938398,0.225003253313272,0.00323154638953276,0.0211146775532712,0.0291882164888761,0.0503277577733734,0.192761746730326,0.0341956619223567,2.3360932202735
0.0536713100614171,0.187797798368437,0.0668817201530658,0.000881133676462647,0.00225433941683265,0.00629303810956525,0.0053095276233634,0.00471543860882383,0.00153581720574955,0.00799274012369154,0.0255686098176203,0.138026665362314,0.03537852115806,0.00948078675355372,0.00157766999101409,0.00131132425293282,0.000770731783836875,0.0050319577765819,0.000975407980325813,0.0141931527220339,0.00126840391318515,0.0114495972940387,0.0637749578738711,0.00514238075260817,0.00194047682643425,0.000696299347166772,0.00756504164063865,0.000684789847280524,0.00378404316331573,0.120280694936748,0.0727134599179813,0.00773270033228915,0.00241516474968965,0.00390598551390792,0.000483882932302879,0.00166186590844841,0.000415549113128156,0.0105603795146664,0.113876635476617,0.100439601103211,0.0825355741756191,0.0306709015604483,0.0695089425980315,0.0396762247715932,0.0126246993421581,0.00162850287251035,0.0449972167329093,0.00768366225284971,0.0637147469729129,0.00310522714719492,0.116209990117775,0.00268312916599848,0.00815778296398473,0.097396723502377,0.00171239975944216,0.197898053434591,0.0310611979764265,2.00313938687446e-05,0.0350303093734693,0.0137895668750034,0.0968265076163094,0.530500151564311,0.00394490393956686,0.00354467834609021,0.0182045771923478,0.00405794890162816,0.0275054190645541,0.00336635863219669,0.00330335197642569,0.0619140559171083,0.024856657612952,0.915289160820549,0.0169444801035286,0.0014944869720174,0.00437227732135955,0.286263752490176,0.508346735737575,0.0747967788727227,0.0283241474163745,0.0232751797534828,0.00864924917711043,0.0196016463155787,0.0111887664527959,0.00356018782758048,0.000459240726987493,0.0126892957167343,0.00216680651811539,0.0179676727708558,0.00087567961752553,0.0327714253660654,0.000756647230775243,0.00230050940789035,0.0274660504826019,0.000482899799376576,0.0558076055393225,0.00875931346550686,5.64888895079096e-06,0.00987860998886053,0.00388868255832872,0.0273052485813723,0.14960199296168,0.00111246997698556,0.000999605642749607,0.00513372337589205,0.00114434885877057,0.00775657744332358,0.000949319164029171,0.000931551174245572,0.0174598746677595,0.00700962196956685,0.258113182797797,0.00477837373978602,0.000421448003002061,0.00123299003615317,0.0807268909517508,0.143354690017815,0.0210928256165011,1.88310296244624
0.0520841620588227,0.185318962109535,0.0613197510267049,0.000891006326918999,0.00338373370024977,0.00612787772868412,0.00528615652031,0.00472394179986048,0.00175014448396475,0.00823616432554393,0.0318989909311297,0.134076667767331,0.0370053761927061,0.00906808178463203,0.00187211369894864,0.00165867946126264,0.000821398647867864,0.00559163180825109,0.00151406174495853,0.0144288093879384,0.00126979311058523,0.0102311051556077,0.0438189627832223,0.00716918625613152,0.00220989363242162,0.00079996106916943,0.0116867816064432,0.000733389062712674,0.00404279666659268,0.132566732445404,0.0508657208273462,0.0076446902751851,0.00270791251130094,0.00415479795682506,0.00083116052642389,0.00304361248712392,0.000426914444250589,0.0125930868600202,0.136145790817613,0.0976478696260484,0.0694797821992125,0.076574967896502,0.0383353787555152,0.053167209678788,1.10146329228229e-05,0.072016576455056,0.00596629153164893,0.0726773343661956,0.000538591031566263,0.00440670805382595,0.0940306222354157,0.0176260718566202,0.0324175308958415,0.0689923851051851,0.00138525290940433,0.00529373506747842,0.0331836021468599,0.0228016762621295,0.0248575038005741,0.00355517323136494,0.251541416551487,0.314792141750957,0.00998156534620872,0.00822358083202252,0.00342027317423218,0.0123950177616282,0.0250769996913895,0.00398034965704412,0.0190512888438552,0.0613191151932471,0.00934108992120429,0.816078931128597,0.00170061612140847,0.00128037211084699,0.00255404597536328,0.077173688656011,0.244342220161317,0.00585119637742198,0.0366674174681618,0.0260901153220436,0.0287544042304751,0.0143951869304643,0.0199646370205025,4.13606712759217e-06,0.0270426982546367,0.00224038172225901,0.027290817197384,0.000202244475733856,0.00165474786586479,0.0353091172751736,0.00661870594377108,0.012172996125742,0.0259070945066596,0.00052017158103534,0.00198783234522608,0.0124606609204685,0.00856217944824827,0.00933415621418667,0.00133499093779837,0.0944554568015456,0.118206520239332,0.00374814345604053,0.00308800870521506,0.00128433507883997,0.00465441071609062,0.00941657836524736,0.00149464748286898,0.00715388429895478,0.0230257311724219,0.00350764072027504,0.30644300760742,0.000638592541911803,0.000480788151168168,0.000959061066771515,0.0289792278146438,0.0917521111936527,0.00219716273463784,1.63189129141386
0.0520265236308311,0.19342931414957,0.0697172876178048,0.000958821150054388,0.00141339470726703,0.00750376354613109,0.00667127302045744,0.00538418377249455,0.00135327983117319,0.0086609707040891,0.0229661328161743,0.169369228162814,0.0392400393956285,0.00885233394553146,0.00142947246877032,0.00121869123033797,0.00083174657534133,0.00451853449833569,0.000594829647494839,0.0128471250513336,0.001190679288072,0.0147364806812179,0.0621465485052088,0.00347655441893813,0.00160846654552447,0.000731924766530035,0.00638142944716049,0.000502815608828196,0.00326611818926848,0.109886085698688,0.0789742026179882,0.00595506863866084,0.00221353903301169,0.00384175717969963,0.000389175862465966,0.0011499123327239,0.000404750865416025,0.00897219540620714,0.0851853489927559,0.215457716544707,0.0545239976556738,0.100796142066913,0.118143881660008,0.0992063294881423,0.00228431965603874,0.227576657020082,0.0281229809771172,0.0436222103070036,0.0969557638258124,7.86364319372819e-06,0.148569099995394,0.00286062268771574,1.35608431801828e-05,0.11316936118822,0.00469094572125835,0.14049263531302,0.0324130047631311,0.178559476124296,0.0568262831681336,0.0333850648826239,0.183361721253233,0.252298561271321,0.0322757011864597,0.633532811381607,0.000814424943347468,0.0126674520593027,0.0165073173125625,0.00161337333374689,0.00494882344905422,0.0725782959433253,0.00527367828930088,0.847818599508733,0.0141418157065673,0.00078389087536404,0.0458054939599155,0.202047804996682,0.455759237042166,0.119751699924548,0.0468421103273451,0.0118539226843844,0.0219138310894026,0.0256853587236017,0.021568194008453,0.000496628085858725,0.0494768581372722,0.00611414526613441,0.00948379301838242,0.0210789042919163,1.70961452651922e-06,0.0323000275173463,0.000621920651958096,2.9482281840026e-06,0.0246038609684876,0.00101984649488837,0.0305441440160553,0.00704682834991573,0.0388201583806893,0.0123544566810738,0.0072581614508708,0.039864202194743,0.0548515840232131,0.00701697753097118,0.137734745929012,0.000177062041041858,0.00275399830855021,0.00358881357866382,0.000350759364345566,0.00107591103121642,0.015779061434741,0.00114653689002175,0.184322070300614,0.00307453593298689,0.000170423707524916,0.00995845512557303,0.0439266958029264,0.0990854484425298,0.0260349103745784,2.144681472846
